"","Langs","year","region","dataType","value"
"13436","Mandarin",2013,"illinois","percent",0.106586558803065
"13437","Fuchow",2013,"illinois","percent",0.000290992945250176
"13438","Formosan",2013,"illinois","percent",0.0199122315392621
"13439","Wu",2013,"illinois","percent",0.000249422524500151
"13440","Japanese",2013,"illinois","percent",0.104848915215713
"13441","Korean",2013,"illinois","percent",0.410075572530698
"13442","Mon-Khmer, Cambodian",2013,"illinois","percent",0.0303464071475184
"13443","Hmong",2013,"illinois","percent",0.00345034492225209
"13444","Thai",2013,"illinois","percent",0.0604101354339366
"13445","Laotian",2013,"illinois","percent",0.0326826647936698
"13446","Vietnamese",2013,"illinois","percent",0.173822557324155
"13447","Kirghiz",2013,"illinois","percent",0.00120554220175073
"13448","Uighur",2013,"illinois","percent",0.00216166187900131
"13449","Azerbaijani",2013,"illinois","percent",0.000956119677250579
"13450","Turkish",2013,"illinois","percent",0.0359584139487718
"13451","Mongolian",2013,"illinois","percent",0.018166273867761
"13452","Tungus",2013,"illinois","percent",0.000872978835750529
"13453","Dravidian",2013,"illinois","percent",0.000498845049000302
"13454","Gondi",2013,"illinois","percent",0.000665126732000403
"13455","Telugu",2013,"illinois","percent",0.119348677973322
"13456","Kannada",2013,"illinois","percent",0.0225311680465136
"13457","Malayalam",2013,"illinois","percent",0.11623089641707
"13458","Tamil",2013,"illinois","percent",0.0853440737998017
"13459","Munda",2013,"illinois","percent",0.000665126732000403
"13460","Tibetan",2013,"illinois","percent",0.00199538019600121
"13461","Burmese",2013,"illinois","percent",0.0164203161962599
"13462","Karen",2013,"illinois","percent",0.00831408415000503
"13463","Kachin",2013,"illinois","percent",0.000374133786750227
"13464","Tagalog",2013,"illinois","percent",0.670572457118656
"13465","Indonesian",2013,"illinois","percent",0.00943648551025571
"13466","Malay",2013,"illinois","percent",0.00835565457075506
"13467","Bisayan",2013,"illinois","percent",0.00976904887625591
"13468","Sebuano",2013,"illinois","percent",0.00860507709525521
"13469","Pangasinan",2013,"illinois","percent",0.000332563366000201
"13470","Ilocano",2013,"illinois","percent",0.00361662660525219
"13471","Pampangan",2013,"illinois","percent",0.000956119677250579
"13472","Micronesian",2013,"illinois","percent",0.0000831408415000503
"13473","Chamorro",2013,"illinois","percent",0.00282678861100171
"13474","Melanesian",2013,"illinois","percent",0.000374133786750227
"13475","Samoan",2013,"illinois","percent",0.00157967598850096
"13476","Tongan",2013,"illinois","percent",0.000207852103750126
"13477","Hawaiian",2013,"illinois","percent",0.000332563366000201
"13478","Navajo",2013,"illinois","percent",0.000440646459950267
"13479","Cree",2013,"illinois","percent",0.000332563366000201
"13480","Menomini",2013,"illinois","percent",0.000249422524500151
"13481","Ojibwa",2013,"illinois","percent",0.000249422524500151
"13482","Kuchin",2013,"illinois","percent",0.000457274628250277
"13483","Dakota",2013,"illinois","percent",0.00187066893375113
"13484","Kansa",2013,"illinois","percent",0.000124711262250076
"13485","Choctaw",2013,"illinois","percent",0.000540415469750327
"13486","Cherokee",2013,"illinois","percent",0.000498845049000302
"13487","American Indian",2013,"illinois","percent",0.000623556311250378
"13488","Hungarian",2013,"illinois","percent",0.0243436383912147
"13489","Arabic",2013,"illinois","percent",0.469945292494885
"13490","Hebrew",2013,"illinois","percent",0.0554216849439336
"13491","Amharic",2013,"illinois","percent",0.0331316253377701
"13492","Berber",2013,"illinois","percent",0.000498845049000302
"13493","Chadic",2013,"illinois","percent",0.00328406323925199
"13494","Cushite",2013,"illinois","percent",0.00885449961975536
"13495","Sudanic",2013,"illinois","percent",0.00436489417875264
"13496","Nilotic",2013,"illinois","percent",0.000581985890500352
"13497","Swahili",2013,"illinois","percent",0.0160046119887597
"13498","Bantu",2013,"illinois","percent",0.0139260909512584
"13499","Mande",2013,"illinois","percent",0.00415704207500252
"13500","Fulani",2013,"illinois","percent",0.00490530964850297
"13501","Kru, Ibo, Yoruba",2013,"illinois","percent",0.14915466965109
"13502","Efik",2013,"illinois","percent",0.00153810556775093
"13503","African",2013,"illinois","percent",0.00453117586175274
"13504","Finnish",2013,"illinois","percent",0.00424018291650257
"13505","Estonian",2013,"illinois","percent",0.00274364776950166
"13506","Caucasian",2013,"illinois","percent",0.00220323229975133
"13507","Syriac",2013,"illinois","percent",0.119431818814822
"13508","Arawakian",2013,"illinois","percent",0.00145496472625088
"13509","Uncodable",2013,"illinois","percent",0.000914549256500554
"13510","Only English",2013,"indiana","percent",91.8035900002776
"13511","Spanish",2013,"indiana","percent",4.55661842337191
"13512","French",2013,"indiana","percent",0.22620461348991
"13513","Patois",2013,"indiana","percent",0.00205341878621923
"13514","French Creole",2013,"indiana","percent",0.023622529716666
"13515","Italian",2013,"indiana","percent",0.0587113499355802
"13516","Portuguese",2013,"indiana","percent",0.0308834185447372
"13517","German",2013,"indiana","percent",0.581528200257285
"13518","Yiddish",2013,"indiana","percent",0.00303905980360446
"13519","Pennsylvania Dutch",2013,"indiana","percent",0.261112732855637
"13520","Dutch",2013,"indiana","percent",0.130597434803543
"13521","Afrikaans",2013,"indiana","percent",0.0045175213296823
"13522","Swedish",2013,"indiana","percent",0.00361401706374584
"13523","Danish",2013,"indiana","percent",0.00673521361879907
"13524","Norwegian",2013,"indiana","percent",0.00197128203477046
"13525","Icelandic",2013,"indiana","percent",0.002135555537668
"13526","Greek",2013,"indiana","percent",0.072132495122309
"13527","Russian",2013,"indiana","percent",0.0794262386509597
"13528","Polish",2013,"indiana","percent",0.0815617941886277
"13529","Serbocroatian",2013,"indiana","percent",0.0444359825337841
"13530","Croatian",2013,"indiana","percent",0.012813333226008
"13531","Serbian",2013,"indiana","percent",0.0620953840952694
"13532","Ukrainian",2013,"indiana","percent",0.0165094870412026
"13533","Czech",2013,"indiana","percent",0.00574957260141384
"13534","Slovak",2013,"indiana","percent",0.00714589737604291
"13535","Bulgarian",2013,"indiana","percent",0.0068994871216966
"13536","Macedonian",2013,"indiana","percent",0.0472286320830422
"13537","Slovene",2013,"indiana","percent",0.00090350426593646
"13538","Armenian",2013,"indiana","percent",0.00200413673534997
"13539","Persian",2013,"indiana","percent",0.0243124784288356
"13540","Hindi",2013,"indiana","percent",0.118687605843471
"13541","Gujarati",2013,"indiana","percent",0.0658243926110435
"13542","Urdu",2013,"indiana","percent",0.0586949225852904
"13543","India nec3",2013,"indiana","percent",0.020616324613641
"13544","Bengali",2013,"indiana","percent",0.0189735895846657
"13545","Panjabi",2013,"indiana","percent",0.0842723069864371
"13546","Marathi",2013,"indiana","percent",0.0141275212491883
"13547","Oriya",2013,"indiana","percent",0.000739230763038922
"13548","Nepali",2013,"indiana","percent",0.00402470082098969
"13549","Pakistan nec3",2013,"indiana","percent",0.00090350426593646
"13550","Sinhalese",2013,"indiana","percent",0.00566743584996507
"13551","Romany",2013,"indiana","percent",0.000821367514487691
"13552","Jamaican Creole",2013,"indiana","percent",0.00139632477462907
"13553","Krio",2013,"indiana","percent",0.000821367514487691
"13554","Romanian",2013,"indiana","percent",0.0188093160817681
"13555","Irish Gaelic",2013,"indiana","percent",0.00377829056664338
"13556","Scottic Gaelic",2013,"indiana","percent",0.000739230763038922
"13557","Albanian",2013,"indiana","percent",0.00295692305215569
"13558","Lithuanian",2013,"indiana","percent",0.0114991452028277
"13559","Latvian",2013,"indiana","percent",0.00492820508692615
"13560","Pashto",2013,"indiana","percent",0.00188914528332169
"13561","Chinese",2013,"indiana","percent",0.304891621377831
"13562","Cantonese",2013,"indiana","percent",0.0170023075498952
"13563","Mandarin",2013,"indiana","percent",0.0496105978750565
"13564","Formosan",2013,"indiana","percent",0.00755658113328676
"13565","Wu",2013,"indiana","percent",0.000657094011590153
"13566","Japanese",2013,"indiana","percent",0.0962149906470881
"13567","Korean",2013,"indiana","percent",0.124650733998652
"13568","Mon-Khmer, Cambodian",2013,"indiana","percent",0.017412991307139
"13569","Hmong",2013,"indiana","percent",0.00389328201867166
"13570","Thai",2013,"indiana","percent",0.01601666653251
"13571","Laotian",2013,"indiana","percent",0.0110063246941351
"13572","Vietnamese",2013,"indiana","percent",0.0813318112845712
"13573","Uighur",2013,"indiana","percent",0.00271051279780938
"13574","Azerbaijani",2013,"indiana","percent",0.000985641017385229
"13575","Turkish",2013,"indiana","percent",0.0107599144397888
"13576","Mongolian",2013,"indiana","percent",0.001067777768834
"13577","Telugu",2013,"indiana","percent",0.0349902561171756
"13578","Kannada",2013,"indiana","percent",0.00813153839342814
"13579","Malayalam",2013,"indiana","percent",0.00854222215067199
"13580","Tamil",2013,"indiana","percent",0.0292406835157618
"13581","Tibetan",2013,"indiana","percent",0.000985641017385229
"13582","Burmese",2013,"indiana","percent",0.0827117087089105
"13583","Karen",2013,"indiana","percent",0.00755658113328676
"13584","Tagalog",2013,"indiana","percent",0.0930937940920349
"13585","Indonesian",2013,"indiana","percent",0.00928145291371091
"13586","Malay",2013,"indiana","percent",0.00336760680939953
"13587","Bisayan",2013,"indiana","percent",0.00607811960720891
"13588","Sebuano",2013,"indiana","percent",0.00295692305215569
"13589","Ilocano",2013,"indiana","percent",0.000657094011590153
"13590","Chamorro",2013,"indiana","percent",0.001067777768834
"13591","Marshallese",2013,"indiana","percent",0.000574957260141384
"13592","Samoan",2013,"indiana","percent",0.00090350426593646
"13593","Fijian",2013,"indiana","percent",0.000164273502897538
"13594","Hawaiian",2013,"indiana","percent",0.000492820508692615
"13595","Navajo",2013,"indiana","percent",0.00218483758853726
"13596","Cheyenne",2013,"indiana","percent",0.000657094011590153
"13597","Miami",2013,"indiana","percent",0.000574957260141384
"13598","Potawatomi",2013,"indiana","percent",0.000492820508692615
"13599","Shawnee",2013,"indiana","percent",0.000410683757243845
"13600","Apache",2013,"indiana","percent",0.000821367514487691
"13601","Dakota",2013,"indiana","percent",0.00262837604636061
"13602","Choctaw",2013,"indiana","percent",0.00287478630070692
"13603","Cherokee",2013,"indiana","percent",0.00114991452028277
"13604","American Indian",2013,"indiana","percent",0.000328547005795076
"13605","Hungarian",2013,"indiana","percent",0.0163452135383051
"13606","Arabic",2013,"indiana","percent",0.14812541756271
"13607","Hebrew",2013,"indiana","percent",0.020222068206687
"13608","Amharic",2013,"indiana","percent",0.0296513672730056
"13609","Chadic",2013,"indiana","percent",0.000574957260141384
"13610","Cushite",2013,"indiana","percent",0.00468179483257984
"13611","Swahili",2013,"indiana","percent",0.0248052989375283
"13612","Bantu",2013,"indiana","percent",0.0157702562781637
"13613","Mande",2013,"indiana","percent",0.002135555537668
"13614","Fulani",2013,"indiana","percent",0.00353188031229707
"13615","Kru, Ibo, Yoruba",2013,"indiana","percent",0.0652165806503227
"13616","African",2013,"indiana","percent",0.00509247858982368
"13617","Finnish",2013,"indiana","percent",0.00205341878621923
"13618","Estonian",2013,"indiana","percent",0.000985641017385229
"13619","Caucasian",2013,"indiana","percent",0.000246410254346307
"13620","Syriac",2013,"indiana","percent",0.000328547005795076
"13621","Arawakian",2013,"indiana","percent",0.000492820508692615
"13622","Uncodable",2013,"indiana","percent",0.00147846152607784
"13623","Only English",2013,"iowa","percent",92.7542013924884
"13624","Spanish",2013,"iowa","percent",3.95034037326397
"13625","French",2013,"iowa","percent",0.189881613700517
"13626","French Creole",2013,"iowa","percent",0.00108204596042574
"13627","Italian",2013,"iowa","percent",0.0378017991980992
"13628","Portuguese",2013,"iowa","percent",0.0233861546285563
"13629","German",2013,"iowa","percent",0.43508719021635
"13630","Luxembourgian",2013,"iowa","percent",0.000698094168016606
"13631","Yiddish",2013,"iowa","percent",0.00883089122541007
"13632","Pennsylvania Dutch",2013,"iowa","percent",0.0703329874276731
"13633","Dutch",2013,"iowa","percent",0.0568946746933534
"13634","Afrikaans",2013,"iowa","percent",0.00436308855010379
"13635","Swedish",2013,"iowa","percent",0.00767903584818267
"13636","Danish",2013,"iowa","percent",0.0148345010703529
"13637","Norwegian",2013,"iowa","percent",0.0197211602464691
"13638","Icelandic",2013,"iowa","percent",0.00191975896204567
"13639","Greek",2013,"iowa","percent",0.0196164461212666
"13640","Russian",2013,"iowa","percent",0.0675755154640075
"13641","Polish",2013,"iowa","percent",0.0182202577852334
"13642","Serbocroatian",2013,"iowa","percent",0.278016002412613
"13643","Croatian",2013,"iowa","percent",0.00924974772622003
"13644","Serbian",2013,"iowa","percent",0.0141364069023363
"13645","Ukrainian",2013,"iowa","percent",0.020768301498494
"13646","Czech",2013,"iowa","percent",0.0216409192085148
"13647","Slovak",2013,"iowa","percent",0.00401404146609549
"13648","Bulgarian",2013,"iowa","percent",0.00209428250404982
"13649","Armenian",2013,"iowa","percent",0.0042583744249013
"13650","Persian",2013,"iowa","percent",0.0114138396470715
"13651","Hindi",2013,"iowa","percent",0.0917295736773821
"13652","Gujarati",2013,"iowa","percent",0.0185693048692417
"13653","Urdu",2013,"iowa","percent",0.0281331949710692
"13654","India nec3",2013,"iowa","percent",0.0123911714822948
"13655","Bengali",2013,"iowa","percent",0.00698094168016606
"13656","Panjabi",2013,"iowa","percent",0.011518553772274
"13657","Marathi",2013,"iowa","percent",0.0212918721245065
"13658","Assamese",2013,"iowa","percent",0.000349047084008303
"13659","Nepali",2013,"iowa","percent",0.0251313900485978
"13660","Pakistan nec3",2013,"iowa","percent",0.00174523542004152
"13661","Sinhalese",2013,"iowa","percent",0.00261785313006227
"13662","Romanian",2013,"iowa","percent",0.00855165355820343
"13663","Irish Gaelic",2013,"iowa","percent",0.00157071187803736
"13664","Scottic Gaelic",2013,"iowa","percent",0.000349047084008303
"13665","Albanian",2013,"iowa","percent",0.0158816423223778
"13666","Lithuanian",2013,"iowa","percent",0.00750451230617852
"13667","Latvian",2013,"iowa","percent",0.00314142375607473
"13668","Pashto",2013,"iowa","percent",0.00104714125202491
"13669","Chinese",2013,"iowa","percent",0.289360032642883
"13670","Cantonese",2013,"iowa","percent",0.0116930773142782
"13671","Mandarin",2013,"iowa","percent",0.0305416198507265
"13672","Formosan",2013,"iowa","percent",0.0109949831462615
"13673","Japanese",2013,"iowa","percent",0.0398611769937482
"13674","Korean",2013,"iowa","percent",0.106005599413322
"13675","Mon-Khmer, Cambodian",2013,"iowa","percent",0.0184296860356384
"13676","Hmong",2013,"iowa","percent",0.0104365078118483
"13677","Thai",2013,"iowa","percent",0.0586050054049941
